Employee_ID,Age,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP2214,38,Manufacturing,21,Onsite,26,8,1,Low,5,Daily,Good
EMP2215,56,Healthcare,25,Hybrid,40,9,2,Medium,1,None,Average
EMP2216,42,Finance,15,Remote,42,10,3,High,2,Weekly,Average
EMP2217,38,Finance,11,Remote,25,7,1,Low,5,None,Poor
EMP2218,57,Finance,28,Hybrid,47,2,3,Medium,2,None,Good
EMP2219,52,Retail,34,Onsite,32,8,2,High,5,None,Average
EMP2220,30,Consulting,25,Onsite,46,11,3,High,5,Weekly,Good
EMP2221,43,IT,23,Onsite,54,15,3,Medium,3,None,Poor
EMP2222,25,Education,34,Onsite,20,10,4,Low,3,Daily,Good
EMP2223,37,Consulting,19,Remote,55,6,5,High,4,Daily,Good
EMP2224,25,Finance,25,Remote,22,1,1,High,2,Daily,Good
EMP2225,46,Manufacturing,31,Remote,37,4,4,Low,3,Weekly,Poor
EMP2226,59,Retail,29,Onsite,46,12,2,Medium,5,Weekly,Good
EMP2227,42,Education,25,Onsite,46,15,3,Medium,2,Weekly,Good
EMP2228,51,Consulting,5,Hybrid,51,11,4,High,4,Weekly,Good
EMP2229,43,Healthcare,24,Hybrid,41,3,3,Medium,1,None,Poor
EMP2230,26,Finance,10,Onsite,24,3,1,Medium,4,Weekly,Good
EMP2231,48,IT,31,Hybrid,48,5,4,Medium,1,Weekly,Good
EMP2232,44,Consulting,8,Hybrid,24,8,5,Medium,4,None,Good
EMP2233,47,Retail,4,Remote,45,10,3,Low,5,Daily,Good
EMP2234,36,Healthcare,21,Hybrid,34,3,5,Medium,2,Daily,Average
EMP2235,46,Manufacturing,20,Onsite,44,2,1,Medium,3,Weekly,Average
EMP2236,51,Manufacturing,13,Remote,25,11,5,High,2,Daily,Poor
EMP2237,33,Finance,25,Hybrid,37,9,2,Low,4,None,Good
EMP2238,49,Consulting,14,Hybrid,52,7,3,High,5,None,Poor
EMP2239,26,Healthcare,27,Remote,56,5,3,High,4,Weekly,Poor
EMP2240,43,Finance,5,Hybrid,45,10,3,High,3,Daily,Poor
EMP2241,26,Consulting,17,Remote,46,8,2,Medium,4,Weekly,Good
EMP2242,55,IT,34,Hybrid,52,7,5,Medium,3,Weekly,Average
EMP2243,23,Education,30,Hybrid,28,12,1,Medium,2,Daily,Good
EMP2244,49,Consulting,13,Onsite,39,15,2,Medium,2,None,Average
EMP2245,36,Manufacturing,23,Remote,44,13,5,Medium,4,Daily,Poor
EMP2246,40,Education,8,Remote,49,0,1,Low,1,Weekly,Average
EMP2247,59,IT,3,Onsite,32,9,2,High,3,Daily,Poor
EMP2248,50,Consulting,26,Onsite,36,13,1,High,5,None,Good
EMP2249,25,Consulting,12,Hybrid,22,2,3,Low,1,Weekly,Poor
EMP2250,27,IT,1,Onsite,57,11,4,High,2,None,Poor
EMP2251,36,IT,8,Remote,33,14,1,Medium,4,Weekly,Good
EMP2252,36,Finance,1,Hybrid,48,1,4,Low,1,None,Good
EMP2253,43,Education,13,Remote,29,13,1,High,5,Weekly,Poor
EMP2254,53,IT,8,Onsite,53,12,5,High,5,Daily,Average
EMP2255,35,Manufacturing,24,Remote,29,13,3,Medium,4,None,Poor
EMP2256,50,Finance,16,Remote,21,13,5,High,4,Weekly,Average
EMP2257,39,Retail,15,Hybrid,52,7,5,Medium,3,Weekly,Average
EMP2258,35,Retail,25,Remote,34,3,1,Low,2,Daily,Poor
EMP2259,54,Consulting,9,Remote,36,4,1,Low,2,Weekly,Average
EMP2260,29,Consulting,23,Remote,42,11,2,Medium,4,Weekly,Poor
EMP2261,60,Consulting,25,Onsite,56,14,2,Low,5,Daily,Good
EMP2262,24,IT,3,Onsite,39,0,4,High,1,Weekly,Good
EMP2263,51,Consulting,13,Onsite,50,14,1,Medium,5,Weekly,Average
EMP2264,56,Healthcare,34,Onsite,20,4,4,Medium,1,None,Poor
EMP2265,51,Manufacturing,26,Hybrid,26,1,5,High,5,Weekly,Average
EMP2266,42,Consulting,1,Onsite,33,10,2,High,4,Weekly,Average
EMP2267,51,Retail,33,Onsite,56,8,2,Medium,2,Daily,Poor
EMP2268,27,Retail,10,Onsite,44,9,2,Low,2,Weekly,Average
EMP2269,24,Consulting,9,Remote,28,15,4,Medium,4,Weekly,Poor
EMP2270,23,Education,10,Remote,53,11,1,Medium,4,Daily,Good
EMP2271,24,Healthcare,17,Onsite,26,13,2,Low,1,Daily,Average
EMP2272,47,Healthcare,32,Hybrid,52,2,1,Low,5,None,Average
EMP2273,35,Healthcare,23,Hybrid,26,0,1,Low,1,Daily,Average
EMP2274,33,Education,30,Hybrid,20,9,3,High,1,Daily,Good
EMP2275,50,Manufacturing,17,Onsite,26,14,2,High,1,Daily,Poor
EMP2276,37,Healthcare,29,Remote,57,4,4,High,1,Daily,Average
EMP2277,43,Finance,31,Onsite,21,1,4,Low,3,None,Good
EMP2278,45,Consulting,19,Onsite,22,4,4,High,2,None,Average
EMP2279,59,Education,25,Onsite,29,14,2,Low,1,Weekly,Average
EMP2280,31,IT,33,Onsite,37,3,4,High,1,None,Good
EMP2281,60,Retail,19,Onsite,31,5,1,Medium,5,None,Poor
EMP2282,35,Retail,31,Hybrid,57,13,5,High,2,Weekly,Good
EMP2283,32,Manufacturing,13,Onsite,27,2,4,Low,3,Weekly,Poor
EMP2284,25,Education,21,Onsite,49,2,3,Medium,1,Daily,Average
EMP2285,30,Retail,12,Remote,36,3,2,High,2,Daily,Good
EMP2286,50,Retail,10,Onsite,27,7,3,Low,3,Daily,Poor
EMP2287,39,Retail,27,Remote,29,6,4,Medium,3,Weekly,Good
EMP2288,30,Healthcare,24,Hybrid,24,0,1,Low,2,Weekly,Average
EMP2289,58,IT,25,Hybrid,26,6,2,High,5,Daily,Poor
EMP2290,41,IT,8,Hybrid,47,15,4,Low,5,Daily,Average
EMP2291,42,IT,19,Hybrid,47,1,2,Medium,5,Weekly,Poor
EMP2292,39,IT,26,Remote,52,5,3,Medium,4,Daily,Good
EMP2293,48,Consulting,12,Remote,33,2,5,High,2,None,Good
EMP2294,38,Manufacturing,19,Hybrid,52,4,2,High,1,Daily,Average
EMP2295,31,Finance,35,Remote,43,12,1,Low,1,Daily,Good
EMP2296,46,IT,24,Hybrid,45,4,4,High,5,Daily,Poor
EMP2297,59,Finance,23,Onsite,47,5,2,Low,1,Daily,Average
EMP2298,22,Finance,2,Hybrid,32,7,4,High,1,Weekly,Good
EMP2299,58,Consulting,24,Hybrid,33,7,5,Medium,1,None,Average
EMP2300,41,Consulting,33,Onsite,21,9,3,High,2,Weekly,Good
EMP2301,49,Healthcare,26,Hybrid,45,12,5,High,5,Daily,Average
EMP2302,34,Healthcare,4,Onsite,31,3,2,High,2,None,Average
EMP2303,28,Finance,23,Onsite,34,5,5,High,4,Daily,Average
EMP2304,49,Finance,13,Remote,40,2,5,Low,1,None,Poor
EMP2305,32,Finance,29,Remote,26,12,1,Low,3,Daily,Poor
EMP2306,28,Retail,16,Remote,53,13,5,High,5,None,Good
EMP2307,29,IT,33,Remote,56,15,2,High,2,Weekly,Poor
EMP2308,24,Finance,29,Hybrid,29,8,5,Medium,2,None,Average
EMP2309,46,Education,8,Onsite,54,10,3,Low,5,None,Good
EMP2310,42,IT,7,Remote,38,5,3,Low,5,Daily,Poor
EMP2311,32,Retail,4,Onsite,22,5,4,Medium,5,Daily,Average
EMP2312,36,Finance,16,Hybrid,52,0,1,Low,2,None,Good
EMP2313,25,Education,23,Hybrid,47,12,3,High,1,Daily,Average
EMP2314,42,Consulting,25,Onsite,31,2,3,Low,5,Weekly,Average
EMP2315,53,Healthcare,7,Onsite,36,6,4,Low,2,Weekly,Good
EMP2316,31,IT,12,Hybrid,40,6,3,High,1,None,Poor
EMP2317,59,Healthcare,31,Hybrid,48,11,1,Low,4,None,Average
EMP2318,39,Consulting,23,Hybrid,30,14,2,Medium,2,Daily,Poor
EMP2319,36,Finance,9,Remote,32,10,5,Medium,1,Weekly,Poor
EMP2320,39,Manufacturing,28,Hybrid,48,14,4,High,2,Weekly,Poor
EMP2321,25,Retail,19,Remote,25,3,1,Low,2,None,Good
EMP2322,42,Consulting,8,Remote,35,0,1,High,2,Daily,Poor
EMP2323,57,Finance,4,Hybrid,32,1,5,High,4,None,Poor
EMP2324,28,Consulting,26,Remote,42,2,2,Medium,2,None,Good
EMP2325,41,Consulting,9,Hybrid,50,12,1,High,1,Weekly,Average
EMP2326,33,Retail,22,Onsite,25,8,3,High,1,Daily,Average
EMP2327,51,IT,7,Onsite,31,15,3,High,2,Daily,Average
EMP2328,29,Manufacturing,24,Remote,28,7,5,Low,2,None,Average
EMP2329,48,Retail,6,Remote,27,6,1,Medium,3,None,Poor
EMP2330,48,Retail,14,Remote,58,14,2,Medium,4,Weekly,Poor
EMP2331,46,Healthcare,9,Onsite,22,8,4,Low,1,None,Average
EMP2332,23,Finance,9,Remote,20,4,3,Medium,2,Daily,Poor
EMP2333,48,Manufacturing,11,Remote,52,14,1,Low,1,None,Poor
EMP2334,57,Retail,6,Remote,28,10,2,High,1,Daily,Good
EMP2335,43,Manufacturing,26,Remote,51,15,2,High,4,Weekly,Good
EMP2336,52,Education,35,Hybrid,57,0,2,Low,1,Weekly,Average
EMP2337,42,Manufacturing,30,Onsite,33,1,5,High,4,Daily,Poor
EMP2338,47,Consulting,14,Remote,50,7,4,Low,4,Daily,Good
EMP2339,28,Consulting,27,Remote,54,5,2,Low,5,None,Poor
EMP2340,34,Education,3,Hybrid,22,5,2,Low,3,Weekly,Good
EMP2341,32,Manufacturing,21,Hybrid,37,8,1,Medium,1,None,Poor
EMP2342,55,Finance,29,Hybrid,52,5,1,Medium,4,Weekly,Poor
EMP2343,25,IT,15,Onsite,56,1,4,High,4,None,Average
EMP2344,47,Finance,12,Hybrid,45,9,2,Medium,5,Daily,Poor
EMP2345,24,Consulting,3,Hybrid,53,5,2,Medium,1,Weekly,Average
EMP2346,36,Consulting,10,Hybrid,49,11,3,Medium,5,Daily,Average
EMP2347,39,Education,13,Hybrid,43,3,5,High,3,Weekly,Average
EMP2348,38,IT,16,Onsite,32,1,4,Low,2,None,Poor
EMP2349,25,Retail,13,Onsite,51,2,5,Low,3,None,Average
EMP2350,23,Manufacturing,29,Remote,35,1,3,High,2,Daily,Good
EMP2351,41,IT,26,Remote,60,0,5,High,2,Daily,Average
EMP2352,53,Finance,14,Remote,38,0,2,Low,5,None,Poor
EMP2353,22,Retail,28,Hybrid,58,5,2,Low,5,Weekly,Average
EMP2354,59,Consulting,14,Remote,46,2,2,Low,1,None,Average
EMP2355,32,Retail,15,Hybrid,30,13,1,Low,5,None,Average
EMP2356,37,IT,31,Onsite,23,14,5,Low,3,None,Good
EMP2357,51,Healthcare,27,Hybrid,50,0,4,Low,4,Daily,Good
EMP2358,56,Education,3,Remote,44,0,5,Low,2,None,Average
EMP2359,42,Retail,29,Remote,29,9,5,High,4,Weekly,Poor
EMP2360,42,Consulting,12,Remote,25,10,1,Medium,3,Weekly,Average
EMP2361,24,Consulting,31,Remote,40,10,5,Low,1,None,Good
EMP2362,34,Retail,7,Onsite,38,3,4,Low,2,Weekly,Good
EMP2363,33,Finance,24,Onsite,53,7,3,Low,5,Weekly,Poor
EMP2364,51,Retail,21,Hybrid,33,11,5,Low,1,None,Poor
EMP2365,32,IT,22,Remote,48,6,4,High,3,Weekly,Average
EMP2366,48,Healthcare,17,Hybrid,30,9,1,Medium,5,Daily,Good
EMP2367,22,Education,17,Hybrid,56,4,3,High,2,Daily,Poor
EMP2368,58,Finance,13,Hybrid,25,11,2,Medium,3,Daily,Good
EMP2369,32,Retail,11,Remote,35,12,3,High,1,Daily,Average
EMP2370,43,IT,7,Remote,43,14,1,Medium,4,Daily,Poor
EMP2371,43,Consulting,24,Onsite,48,6,4,High,4,Daily,Poor
EMP2372,56,Finance,27,Hybrid,28,7,5,Medium,2,Daily,Average
EMP2373,39,IT,32,Onsite,20,14,2,High,1,None,Average
EMP2374,35,Education,23,Hybrid,29,11,5,High,5,None,Good
EMP2375,40,Healthcare,2,Hybrid,44,0,1,Medium,1,Weekly,Poor
EMP2376,28,IT,22,Onsite,28,6,5,High,5,Weekly,Good
EMP2377,24,Manufacturing,8,Onsite,33,5,4,Low,2,Daily,Good
EMP2378,53,Retail,33,Hybrid,32,4,3,Low,3,Daily,Good
EMP2379,29,Healthcare,33,Remote,27,12,1,High,1,Daily,Good
EMP2380,23,Education,1,Hybrid,27,7,2,High,1,None,Good
EMP2381,36,Finance,22,Remote,43,14,3,Medium,4,Daily,Average
EMP2382,36,Education,2,Remote,54,12,5,High,2,Daily,Average
EMP2383,57,IT,17,Hybrid,28,6,5,Low,3,None,Good
EMP2384,40,Finance,27,Hybrid,43,5,1,Low,2,Daily,Poor
EMP2385,58,Manufacturing,34,Remote,25,3,4,Medium,1,Weekly,Poor
EMP2386,23,IT,21,Remote,46,6,5,High,5,Daily,Average
EMP2387,43,Education,33,Remote,34,14,3,Low,3,Daily,Good
EMP2388,59,Education,15,Onsite,27,14,2,Medium,4,Daily,Poor
EMP2389,48,IT,13,Onsite,27,3,3,Low,1,Daily,Good
EMP2390,38,Retail,11,Hybrid,21,11,4,Medium,4,Weekly,Good
EMP2391,56,Finance,2,Remote,20,7,2,High,1,None,Average
EMP2392,29,Finance,12,Remote,42,2,2,Low,2,Daily,Good
EMP2393,37,Retail,10,Remote,35,0,4,Medium,1,Weekly,Average
EMP2394,32,IT,24,Onsite,60,4,3,Low,1,None,Average
EMP2395,43,Finance,30,Remote,24,15,5,High,3,None,Poor
EMP2396,43,Retail,25,Remote,58,10,3,Low,5,Daily,Poor
EMP2397,25,IT,21,Remote,26,13,3,Medium,3,Weekly,Good
EMP2398,29,Consulting,30,Remote,34,0,1,Low,5,Weekly,Average
EMP2399,59,Retail,27,Hybrid,53,15,3,Medium,3,None,Poor
EMP2400,33,Healthcare,31,Remote,44,8,5,Low,5,Weekly,Average
EMP2401,22,Retail,6,Remote,48,14,5,Medium,1,Weekly,Average
EMP2402,45,IT,27,Remote,33,11,4,Low,3,Daily,Good
EMP2403,24,Education,24,Onsite,33,2,2,Low,2,None,Average
EMP2404,28,Healthcare,11,Onsite,45,7,3,Medium,1,None,Good
EMP2405,29,Education,14,Hybrid,23,8,1,Medium,1,Daily,Poor
EMP2406,56,Retail,22,Onsite,52,6,2,Low,5,Daily,Good
EMP2407,59,Finance,24,Remote,48,3,3,Medium,5,Daily,Good
EMP2408,24,Education,5,Remote,42,2,3,High,5,None,Poor
EMP2409,26,IT,12,Remote,49,6,5,Medium,4,Weekly,Good
EMP2410,59,Education,12,Onsite,24,12,1,High,4,Daily,Poor
EMP2411,41,Healthcare,30,Hybrid,59,3,4,High,1,None,Average
EMP2412,40,Manufacturing,7,Remote,48,0,1,High,2,Daily,Good
EMP2413,48,Finance,27,Onsite,55,8,3,Medium,4,None,Poor
EMP2414,60,Manufacturing,26,Remote,56,13,3,Medium,5,Daily,Good
EMP2415,32,Finance,7,Remote,47,10,5,Medium,2,None,Good
EMP2416,55,Healthcare,9,Remote,49,13,2,Medium,1,None,Good
EMP2417,52,Education,33,Remote,42,1,1,Medium,1,None,Poor
EMP2418,40,Education,33,Onsite,57,14,3,High,5,None,Average
EMP2419,56,Manufacturing,19,Onsite,32,1,2,High,4,None,Average
EMP2420,28,Consulting,34,Hybrid,28,12,1,Medium,3,Weekly,Poor
EMP2421,43,Manufacturing,16,Remote,24,10,3,Medium,4,Weekly,Good
EMP2422,53,Consulting,9,Hybrid,32,7,3,High,3,Daily,Good
EMP2423,45,Consulting,32,Hybrid,20,4,5,Low,1,None,Good
EMP2424,39,Finance,26,Hybrid,24,10,5,High,3,Weekly,Good
EMP2425,57,Education,29,Remote,52,0,3,High,3,Daily,Average
EMP2426,24,Healthcare,13,Onsite,53,7,3,Medium,3,None,Good
EMP2427,27,Manufacturing,11,Onsite,43,14,3,Medium,5,Daily,Poor
EMP2428,40,Finance,33,Onsite,56,6,2,Low,1,Daily,Good
EMP2429,27,Healthcare,13,Remote,43,14,4,High,5,Weekly,Poor
EMP2430,22,Retail,13,Remote,40,11,3,Medium,2,Daily,Good
EMP2431,33,IT,14,Hybrid,22,14,3,High,3,None,Good
EMP2432,48,Retail,31,Hybrid,45,9,3,Medium,1,Daily,Poor
EMP2433,24,Retail,17,Remote,21,5,2,Low,4,Weekly,Poor
EMP2434,58,Manufacturing,26,Remote,36,8,5,Low,5,None,Poor
EMP2435,34,IT,30,Hybrid,42,10,5,Low,2,None,Good
EMP2436,50,Finance,17,Hybrid,42,4,4,High,3,Weekly,Poor
EMP2437,23,Education,26,Hybrid,42,13,2,Medium,2,Weekly,Good
EMP2438,28,IT,14,Hybrid,45,9,2,Low,3,None,Good
EMP2439,57,Retail,27,Hybrid,59,15,1,Medium,5,Daily,Good
EMP2440,26,Finance,26,Onsite,32,8,5,Low,2,Weekly,Poor
EMP2441,44,Consulting,14,Hybrid,47,14,1,High,1,Weekly,Good
EMP2442,59,Retail,10,Onsite,44,0,5,High,2,None,Good
EMP2443,56,Healthcare,21,Remote,49,10,4,High,4,None,Good
EMP2444,45,Manufacturing,31,Remote,58,8,3,High,2,Weekly,Good
EMP2445,22,Healthcare,20,Hybrid,25,10,4,Medium,1,Daily,Average
EMP2446,38,Healthcare,27,Hybrid,40,2,5,Low,4,None,Average
EMP2447,43,Healthcare,1,Hybrid,27,8,5,High,1,None,Poor
EMP2448,52,Retail,12,Remote,44,0,1,High,4,Weekly,Poor
EMP2449,30,Retail,20,Remote,57,7,5,High,3,None,Good
EMP2450,40,IT,21,Onsite,60,5,5,Medium,2,None,Average
EMP2451,32,Retail,26,Hybrid,53,14,2,High,5,Weekly,Poor
EMP2452,59,Consulting,9,Remote,27,8,3,Low,2,Daily,Average
EMP2453,32,Retail,12,Hybrid,28,12,2,Medium,3,None,Average
EMP2454,53,Healthcare,2,Hybrid,37,13,5,High,2,None,Good
EMP2455,46,Education,22,Onsite,36,13,2,High,5,None,Average
EMP2456,22,Manufacturing,18,Onsite,22,5,2,High,3,Weekly,Average
EMP2457,48,Manufacturing,33,Remote,46,15,1,High,4,None,Good
EMP2458,43,Manufacturing,18,Onsite,59,3,1,Medium,2,Daily,Good
EMP2459,56,IT,34,Onsite,24,8,3,Low,2,Weekly,Average
EMP2460,59,Finance,26,Hybrid,47,7,5,Medium,2,None,Average
EMP2461,30,IT,1,Hybrid,36,0,3,Medium,5,None,Average
EMP2462,45,Finance,15,Remote,46,0,2,High,5,None,Poor
EMP2463,35,Finance,7,Remote,53,10,2,Medium,2,None,Good
EMP2464,30,IT,4,Hybrid,57,14,3,Medium,3,None,Average
EMP2465,33,Healthcare,25,Remote,49,11,3,High,5,None,Good
EMP2466,54,Finance,24,Hybrid,54,5,1,Low,5,Weekly,Good
EMP2467,60,Retail,33,Remote,23,7,4,Medium,3,Daily,Good
EMP2468,51,Manufacturing,6,Remote,23,6,4,Medium,2,Daily,Good
EMP2469,55,Healthcare,26,Hybrid,45,12,5,High,2,Daily,Average
EMP2470,41,Retail,31,Remote,21,12,2,High,1,Weekly,Poor
EMP2471,30,Finance,10,Onsite,36,2,2,High,3,Weekly,Poor
EMP2472,44,Retail,13,Onsite,52,7,3,High,5,Weekly,Good
EMP2473,48,Healthcare,26,Onsite,50,0,3,Medium,5,Weekly,Good
EMP2474,56,Finance,17,Onsite,45,15,4,Low,3,None,Poor
EMP2475,43,IT,19,Hybrid,52,11,5,Low,1,None,Poor
EMP2476,37,Manufacturing,8,Remote,49,3,2,High,4,Weekly,Poor
EMP2477,36,IT,8,Remote,23,3,5,Low,2,Daily,Good
EMP2478,45,IT,6,Hybrid,60,11,3,High,4,None,Good
EMP2479,23,Consulting,11,Remote,49,13,3,Medium,2,None,Good
EMP2480,57,Finance,25,Hybrid,34,0,1,Medium,3,Daily,Poor
EMP2481,43,Education,11,Hybrid,31,12,2,Low,5,Daily,Poor
EMP2482,59,IT,9,Hybrid,56,8,1,Low,4,Daily,Poor
EMP2483,49,Finance,5,Remote,51,7,1,Medium,4,None,Average
EMP2484,24,Finance,28,Hybrid,20,15,1,Low,4,Weekly,Average
EMP2485,43,Education,7,Remote,48,2,2,Low,1,Daily,Good
EMP2486,50,Healthcare,17,Hybrid,54,0,1,Low,5,Weekly,Average
EMP2487,37,Finance,33,Onsite,36,6,2,Medium,2,Weekly,Poor
EMP2488,48,Healthcare,7,Remote,36,9,5,Low,1,None,Poor
EMP2489,28,Consulting,18,Hybrid,39,15,1,Medium,1,Weekly,Good
EMP2490,48,Consulting,30,Hybrid,49,14,5,Low,1,None,Good
EMP2491,45,Healthcare,31,Hybrid,53,12,1,High,2,Weekly,Poor
EMP2492,42,Healthcare,9,Hybrid,50,15,3,Medium,3,Daily,Poor
EMP2493,56,Healthcare,12,Remote,37,9,2,Medium,5,None,Poor
EMP2494,42,Healthcare,9,Remote,40,5,5,Medium,3,Daily,Average
EMP2495,45,Education,16,Onsite,42,0,2,Low,4,Daily,Good
EMP2496,31,IT,20,Onsite,48,0,1,High,3,Daily,Good
EMP2497,55,Education,15,Onsite,41,15,3,Low,5,Weekly,Good
EMP2498,47,IT,19,Onsite,27,7,3,Low,4,Weekly,Average
EMP2499,56,Healthcare,18,Remote,21,13,2,Medium,3,Daily,Good
EMP2500,56,Finance,21,Hybrid,48,8,2,Low,3,Weekly,Good
EMP2501,34,Retail,23,Remote,48,0,1,Medium,2,Daily,Good
EMP2502,57,Education,32,Hybrid,32,3,2,High,2,Weekly,Good
EMP2503,22,Consulting,26,Hybrid,49,14,3,Medium,3,Weekly,Good
EMP2504,57,Retail,25,Hybrid,44,0,3,Medium,5,Weekly,Average
EMP2505,37,Education,26,Remote,23,7,5,High,3,Weekly,Poor
EMP2506,40,IT,25,Onsite,34,3,2,Medium,2,Daily,Average
EMP2507,30,Healthcare,16,Remote,50,2,2,Low,1,None,Poor
EMP2508,55,IT,32,Onsite,35,7,5,Medium,3,Weekly,Poor
EMP2509,49,IT,27,Onsite,35,15,1,Medium,4,Daily,Good
EMP2510,24,Retail,6,Onsite,43,6,1,High,4,Weekly,Good
EMP2511,56,Healthcare,27,Remote,20,15,1,Low,3,Weekly,Good
EMP2512,23,Consulting,26,Onsite,29,9,4,Medium,3,Weekly,Poor
EMP2513,28,Manufacturing,26,Hybrid,26,9,5,High,4,None,Average
EMP2514,29,Consulting,6,Remote,38,1,1,High,2,Weekly,Average
EMP2515,31,IT,24,Remote,57,11,3,Medium,5,Daily,Average
EMP2516,27,Healthcare,23,Hybrid,58,3,3,High,4,Weekly,Average
EMP2517,26,Education,33,Remote,29,5,4,High,2,Weekly,Average
EMP2518,56,Retail,20,Remote,53,3,5,Low,3,Daily,Poor
EMP2519,37,Manufacturing,5,Onsite,41,4,5,Low,1,Weekly,Poor
EMP2520,40,Finance,34,Remote,48,1,4,Medium,1,Weekly,Average
EMP2521,30,Healthcare,25,Remote,20,15,3,Low,3,None,Poor
EMP2522,36,Education,13,Hybrid,44,9,3,Medium,1,Daily,Poor
EMP2523,33,IT,4,Hybrid,33,5,5,High,2,Weekly,Poor
EMP2524,55,Healthcare,2,Remote,41,9,5,High,5,Daily,Good
EMP2525,39,Manufacturing,13,Hybrid,30,2,5,High,4,None,Poor
EMP2526,25,Finance,25,Remote,21,15,3,Low,1,Daily,Average
EMP2527,27,Manufacturing,29,Onsite,22,8,3,High,5,Daily,Good
EMP2528,54,Consulting,31,Hybrid,32,2,1,Low,4,Weekly,Good
EMP2529,35,IT,31,Onsite,59,15,5,Medium,3,Daily,Poor
EMP2530,43,Finance,17,Hybrid,22,14,2,Medium,4,None,Good
EMP2531,52,Manufacturing,19,Hybrid,50,8,5,High,5,Daily,Poor
EMP2532,34,Finance,27,Hybrid,49,2,1,High,2,Daily,Good
EMP2533,33,Healthcare,6,Remote,24,12,4,Low,1,Weekly,Poor
EMP2534,47,Retail,17,Remote,49,8,3,Low,4,Weekly,Poor
EMP2535,49,Healthcare,12,Onsite,33,13,4,Low,1,None,Good
EMP2536,55,IT,16,Remote,27,11,2,Medium,4,None,Average
EMP2537,32,Retail,11,Hybrid,29,8,2,Medium,3,Weekly,Good
EMP2538,56,Education,30,Remote,30,10,4,Medium,1,Weekly,Good
EMP2539,22,Education,25,Onsite,24,8,3,Low,1,Weekly,Average
EMP2540,42,Retail,22,Onsite,35,2,5,High,2,Daily,Average
EMP2541,23,Manufacturing,26,Onsite,25,11,1,High,3,Daily,Poor
EMP2542,23,Education,34,Onsite,31,12,5,Low,2,Daily,Good
EMP2543,40,Retail,24,Hybrid,57,4,2,Medium,3,None,Poor
EMP2544,54,Healthcare,21,Remote,27,7,2,Medium,1,Weekly,Average
EMP2545,49,Education,29,Hybrid,25,7,1,High,4,Weekly,Poor
EMP2546,58,Retail,8,Onsite,47,2,2,High,3,Weekly,Average
EMP2547,60,Education,28,Onsite,22,12,5,Low,1,Weekly,Good
EMP2548,25,Education,22,Hybrid,39,13,2,Medium,4,Weekly,Poor
EMP2549,53,Consulting,1,Hybrid,47,4,2,Medium,2,None,Poor
EMP2550,48,Education,9,Remote,50,13,2,Low,5,None,Poor
EMP2551,34,Retail,17,Remote,20,12,2,High,1,Weekly,Poor
EMP2552,39,Manufacturing,3,Onsite,42,7,5,High,2,Weekly,Poor
EMP2553,24,Manufacturing,3,Remote,27,1,5,High,5,None,Poor
EMP2554,27,Consulting,28,Remote,45,15,3,Low,5,Daily,Good
EMP2555,23,Manufacturing,25,Onsite,28,2,2,Low,4,None,Average
EMP2556,37,Finance,18,Remote,47,14,1,High,4,Daily,Poor
EMP2557,23,IT,1,Onsite,39,0,4,High,4,Weekly,Good
EMP2558,36,IT,21,Onsite,37,6,1,Low,5,Weekly,Good
EMP2559,27,Finance,32,Onsite,34,15,1,Medium,1,None,Average
EMP2560,39,Education,26,Remote,47,4,3,Medium,4,None,Good
EMP2561,51,Retail,1,Onsite,24,13,4,High,1,None,Average
EMP2562,47,Consulting,22,Onsite,27,14,2,Low,4,None,Good
EMP2563,30,Consulting,29,Onsite,23,4,4,High,1,None,Average
EMP2564,47,IT,6,Onsite,52,10,2,Medium,5,Weekly,Average
EMP2565,48,Healthcare,5,Remote,31,13,3,High,1,Weekly,Average
EMP2566,42,IT,5,Onsite,39,2,3,Medium,4,Daily,Poor
EMP2567,51,Healthcare,3,Remote,54,0,1,High,5,Daily,Poor
EMP2568,35,Finance,7,Onsite,46,15,1,High,2,Daily,Average
EMP2569,33,Retail,9,Hybrid,59,0,5,Medium,4,Weekly,Poor
EMP2570,54,Consulting,2,Hybrid,32,1,4,Medium,5,Daily,Average
EMP2571,45,IT,15,Onsite,26,2,4,Medium,4,Weekly,Poor
EMP2572,46,Retail,8,Onsite,37,3,1,Medium,3,Daily,Average
EMP2573,59,Manufacturing,21,Remote,59,6,4,High,5,Daily,Poor
EMP2574,50,Manufacturing,16,Remote,38,0,1,High,4,Weekly,Poor
EMP2575,56,Manufacturing,15,Onsite,59,7,3,Low,4,None,Poor
EMP2576,26,IT,27,Hybrid,37,10,5,Medium,4,Weekly,Good
EMP2577,59,Healthcare,18,Hybrid,26,9,2,High,3,Daily,Poor
EMP2578,26,Manufacturing,6,Remote,41,11,5,Low,4,None,Poor
EMP2579,47,Consulting,25,Onsite,56,10,1,Medium,2,Weekly,Poor
EMP2580,42,Consulting,30,Hybrid,48,4,2,High,5,Weekly,Good
EMP2581,52,Finance,11,Onsite,49,0,5,Low,2,None,Good
EMP2582,59,Healthcare,2,Hybrid,47,2,2,Medium,3,Daily,Good
EMP2583,56,Retail,5,Hybrid,54,7,4,Low,2,Weekly,Average
